log_id,aircraft_id,technician_id,maintenance_type,status,cost_usd,duration_hours,log_date,parts_replaced,notes
LOG-34646,AC-0003,TECH-0036,Software Update,pending,2380,7.5,2023-01-29,4,Issue found during inspection — escalated
LOG-34647,AC-0080,TECH-0097,Tire & Brake Replacement,complete,2410,9.2,2023-01-29,1,
LOG-34648,AC-0064,TECH-0108,Tire & Brake Replacement,complete,4276,1.6,2023-01-29,9,
LOG-34649,AC-0135,TECH-0004,Engine Inspection,complete,22243,4.2,2023-01-29,11,Replaced worn components — within tolerance
LOG-34650,AC-0035,TECH-0193,Avionics Check,complete,8589,10.4,2023-01-29,2,Replaced worn components — within tolerance
LOG-34651,AC-0022,TECH-0102,Fuel System Check,complete,5233,3.5,2023-01-29,10,
LOG-34652,AC-0026,TECH-0184,Hydraulic System Repair,in_progress,6864,8.0,2023-01-29,7,Replaced worn components — within tolerance
LOG-34653,AC-0120,TECH-0139,Engine Inspection,complete,23846,6.5,2023-01-29,2,Routine check completed successfully
LOG-34654,AC-0006,TECH-0085,Avionics Check,complete,10062,7.1,2023-01-29,0,
LOG-34655,AC-0118,TECH-0153,Hydraulic System Repair,pending,4911,16.6,2023-01-29,4,
LOG-34656,AC-0085,TECH-0050,Hydraulic System Repair,complete,11036,11.2,2023-01-29,5,All systems nominal post-maintenance
LOG-34657,AC-0121,TECH-0092,Structural Inspection,in_progress,5992,29.1,2023-01-29,6,Follow-up inspection required within 30 days
LOG-34658,AC-0063,TECH-0114,Landing Gear Service,complete,4472,8.4,2023-01-29,8,
LOG-34659,AC-0129,TECH-0052,Structural Inspection,complete,9166,8.4,2023-01-29,4,Part ordered — awaiting delivery
LOG-34660,AC-0149,TECH-0006,Structural Inspection,in_progress,6561,21.5,2023-01-29,6,Replaced worn components — within tolerance
LOG-34661,AC-0020,TECH-0046,Avionics Check,failed,10248,44.7,2023-01-29,9,Issue found during inspection — escalated
LOG-34662,AC-0029,TECH-0198,Software Update,complete,2841,1.8,2023-01-29,10,
LOG-34663,AC-0043,TECH-0015,Hydraulic System Repair,complete,6529,10.0,2023-01-29,0,Replaced worn components — within tolerance
LOG-34664,AC-0065,TECH-0118,Tire & Brake Replacement,pending,2244,19.5,2023-01-29,11,Replaced worn components — within tolerance
LOG-34665,AC-0131,TECH-0189,Landing Gear Service,complete,11323,4.6,2023-01-29,9,Scheduled maintenance — no anomalies
LOG-34666,AC-0096,TECH-0033,Hydraulic System Repair,complete,5157,16.0,2023-01-29,6,
LOG-34667,AC-0020,TECH-0081,Engine Inspection,complete,22562,9.9,2023-01-29,8,
LOG-34668,AC-0081,TECH-0125,Avionics Check,complete,7640,1.3,2023-01-29,9,Emergency repair required — grounded aircraft
LOG-34669,AC-0037,TECH-0140,Structural Inspection,complete,5157,10.6,2023-01-29,0,All systems nominal post-maintenance
LOG-34670,AC-0038,TECH-0031,Landing Gear Service,complete,8065,1.0,2023-01-29,6,
LOG-34671,AC-0045,TECH-0034,Software Update,complete,998,7.3,2023-01-29,10,Part ordered — awaiting delivery
LOG-34672,AC-0046,TECH-0032,Tire & Brake Replacement,complete,2317,15.8,2023-01-29,9,Issue found during inspection — escalated
LOG-34673,AC-0060,TECH-0023,Fuel System Check,complete,4150,10.3,2023-01-29,6,Issue found during inspection — escalated
LOG-34674,AC-0096,TECH-0102,Landing Gear Service,complete,11103,10.7,2023-01-29,10,Issue found during inspection — escalated
LOG-34675,AC-0013,TECH-0069,Landing Gear Service,complete,5352,4.9,2023-01-29,6,Scheduled maintenance — no anomalies
LOG-34676,AC-0031,TECH-0040,Engine Inspection,failed,15914,21.8,2023-01-29,10,Part ordered — awaiting delivery
LOG-34677,AC-0124,TECH-0194,Structural Inspection,complete,3723,12.5,2023-01-29,9,Scheduled maintenance — no anomalies
LOG-34678,AC-0068,TECH-0123,Software Update,complete,1730,1.3,2023-01-29,1,Scheduled maintenance — no anomalies
LOG-34679,AC-0116,TECH-0031,Landing Gear Service,complete,6343,12.1,2023-01-29,1,
LOG-34680,AC-0062,TECH-0140,Hydraulic System Repair,complete,17011,6.3,2023-01-29,7,
LOG-34681,AC-0146,TECH-0103,Software Update,complete,2010,15.7,2023-01-29,1,
LOG-34682,AC-0075,TECH-0042,Fuel System Check,complete,3841,8.0,2023-01-29,8,All systems nominal post-maintenance
LOG-34683,AC-0106,TECH-0148,Fuel System Check,complete,3500,4.7,2023-01-29,2,Replaced worn components — within tolerance
LOG-34684,AC-0053,TECH-0014,Landing Gear Service,pending,3707,5.2,2023-01-29,9,
LOG-34685,AC-0146,TECH-0075,Fuel System Check,pending,3835,17.9,2023-01-29,4,
LOG-34686,AC-0051,TECH-0188,Landing Gear Service,in_progress,4664,17.3,2023-01-29,7,Issue found during inspection — escalated
LOG-34687,AC-0101,TECH-0115,Landing Gear Service,complete,5936,12.0,2023-01-29,3,
LOG-34688,AC-0101,TECH-0090,Engine Inspection,pending,13580,17.6,2023-01-29,6,Emergency repair required — grounded aircraft
LOG-34689,AC-0083,TECH-0002,Structural Inspection,complete,9856,10.9,2023-01-29,4,Emergency repair required — grounded aircraft
LOG-34690,AC-0123,TECH-0159,Hydraulic System Repair,pending,9456,3.4,2023-01-30,2,Follow-up inspection required within 30 days
LOG-34691,AC-0134,TECH-0183,Fuel System Check,complete,5812,12.7,2023-01-30,1,Issue found during inspection — escalated
LOG-34692,AC-0012,TECH-0035,Software Update,complete,1114,7.3,2023-01-30,8,Follow-up inspection required within 30 days
LOG-34693,AC-0081,TECH-0027,Avionics Check,complete,12717,10.4,2023-01-30,2,Issue found during inspection — escalated
LOG-34694,AC-0002,TECH-0133,Landing Gear Service,complete,3196,4.6,2023-01-30,3,
LOG-34695,AC-0053,TECH-0075,Structural Inspection,failed,2530,12.8,2023-01-30,0,
LOG-34696,AC-0037,TECH-0179,Engine Inspection,complete,24080,10.1,2023-01-30,8,Routine check completed successfully
LOG-34697,AC-0145,TECH-0092,Hydraulic System Repair,complete,10166,7.7,2023-01-30,7,Issue found during inspection — escalated
LOG-34698,AC-0069,TECH-0144,Structural Inspection,complete,5145,9.2,2023-01-30,9,Follow-up inspection required within 30 days
LOG-34699,AC-0056,TECH-0116,Landing Gear Service,pending,7633,18.9,2023-01-30,7,Routine check completed successfully
LOG-34700,AC-0121,TECH-0168,Software Update,complete,1064,7.5,2023-01-30,1,All systems nominal post-maintenance
LOG-34701,AC-0058,TECH-0090,Structural Inspection,failed,8082,50.2,2023-01-30,11,Issue found during inspection — escalated
LOG-34702,AC-0004,TECH-0088,Engine Inspection,failed,13196,50.7,2023-01-30,5,Issue found during inspection — escalated
LOG-34703,AC-0103,TECH-0196,Avionics Check,in_progress,13866,19.7,2023-01-30,3,Scheduled maintenance — no anomalies
LOG-34704,AC-0049,TECH-0119,Engine Inspection,pending,17729,10.9,2023-01-30,6,Routine check completed successfully
LOG-34705,AC-0038,TECH-0081,Fuel System Check,complete,4540,6.4,2023-01-30,3,Issue found during inspection — escalated
LOG-34706,AC-0045,TECH-0172,Fuel System Check,pending,3895,15.7,2023-01-30,11,
LOG-34707,AC-0108,TECH-0169,Avionics Check,complete,7175,9.5,2023-01-30,9,All systems nominal post-maintenance
LOG-34708,AC-0037,TECH-0016,Landing Gear Service,complete,6851,11.4,2023-01-30,8,Replaced worn components — within tolerance
LOG-34709,AC-0032,TECH-0117,Software Update,in_progress,2140,6.7,2023-01-30,7,
LOG-34710,AC-0139,TECH-0042,Hydraulic System Repair,complete,7708,2.3,2023-01-30,6,Part ordered — awaiting delivery
LOG-34711,AC-0058,TECH-0148,Fuel System Check,complete,5595,9.9,2023-01-30,4,Replaced worn components — within tolerance
LOG-34712,AC-0077,TECH-0190,Engine Inspection,complete,11690,4.5,2023-01-30,3,All systems nominal post-maintenance
LOG-34713,AC-0017,TECH-0116,Hydraulic System Repair,complete,8773,9.6,2023-01-30,2,
LOG-34714,AC-0146,TECH-0107,Engine Inspection,complete,8296,1.2,2023-01-30,3,Part ordered — awaiting delivery
LOG-34715,AC-0030,TECH-0156,Hydraulic System Repair,complete,14509,7.3,2023-01-30,7,Routine check completed successfully
LOG-34716,AC-0090,TECH-0188,Software Update,complete,2221,5.1,2023-01-30,7,
LOG-34717,AC-0119,TECH-0041,Avionics Check,complete,8896,12.8,2023-01-30,3,Emergency repair required — grounded aircraft
LOG-34718,AC-0016,TECH-0129,Tire & Brake Replacement,complete,2418,14.3,2023-01-30,9,Part ordered — awaiting delivery
LOG-34719,AC-0075,TECH-0016,Structural Inspection,complete,2675,9.8,2023-01-30,11,All systems nominal post-maintenance
LOG-34720,AC-0004,TECH-0132,Structural Inspection,complete,4284,4.5,2023-01-30,7,Scheduled maintenance — no anomalies
LOG-34721,AC-0127,TECH-0054,Avionics Check,in_progress,13068,19.3,2023-01-30,8,Emergency repair required — grounded aircraft
LOG-34722,AC-0105,TECH-0029,Avionics Check,failed,6573,50.8,2023-01-30,5,Emergency repair required — grounded aircraft
LOG-34723,AC-0143,TECH-0200,Landing Gear Service,complete,4826,12.4,2023-01-30,3,Scheduled maintenance — no anomalies
LOG-34724,AC-0004,TECH-0194,Fuel System Check,complete,1632,6.7,2023-01-30,5,Follow-up inspection required within 30 days
LOG-34725,AC-0085,TECH-0152,Fuel System Check,failed,4372,35.7,2023-01-30,10,Replaced worn components — within tolerance
LOG-34726,AC-0063,TECH-0041,Engine Inspection,pending,10535,8.1,2023-01-30,10,All systems nominal post-maintenance
LOG-34727,AC-0100,TECH-0063,Hydraulic System Repair,complete,8707,2.0,2023-01-30,4,Follow-up inspection required within 30 days
LOG-34728,AC-0066,TECH-0056,Avionics Check,complete,10263,4.7,2023-01-30,4,
LOG-34729,AC-0039,TECH-0014,Hydraulic System Repair,pending,8469,15.9,2023-01-30,9,
LOG-34730,AC-0072,TECH-0181,Engine Inspection,complete,15107,6.8,2023-01-30,8,Routine check completed successfully
LOG-34731,AC-0072,TECH-0126,Hydraulic System Repair,pending,13669,17.1,2023-01-30,4,Part ordered — awaiting delivery
LOG-34732,AC-0042,TECH-0172,Fuel System Check,complete,2218,1.7,2023-01-30,8,Scheduled maintenance — no anomalies
LOG-34733,AC-0086,TECH-0171,Tire & Brake Replacement,complete,3154,14.4,2023-01-30,5,Routine check completed successfully
LOG-34734,AC-0091,TECH-0129,Structural Inspection,complete,2969,13.7,2023-01-30,4,All systems nominal post-maintenance
LOG-34735,AC-0028,TECH-0118,Landing Gear Service,pending,4511,4.9,2023-01-30,11,
LOG-34736,AC-0119,TECH-0097,Engine Inspection,failed,15254,43.7,2023-01-31,7,
LOG-34737,AC-0129,TECH-0128,Engine Inspection,complete,8746,12.3,2023-01-31,8,Part ordered — awaiting delivery
LOG-34738,AC-0091,TECH-0139,Landing Gear Service,pending,6816,5.3,2023-01-31,11,
LOG-34739,AC-0008,TECH-0148,Fuel System Check,complete,2334,10.3,2023-01-31,8,Issue found during inspection — escalated
LOG-34740,AC-0121,TECH-0079,Fuel System Check,complete,3874,9.6,2023-01-31,2,Replaced worn components — within tolerance
LOG-34741,AC-0046,TECH-0149,Engine Inspection,pending,24307,12.6,2023-01-31,8,Scheduled maintenance — no anomalies
LOG-34742,AC-0024,TECH-0087,Landing Gear Service,in_progress,5905,26.7,2023-01-31,2,
LOG-34743,AC-0115,TECH-0073,Fuel System Check,failed,3490,49.0,2023-01-31,3,Scheduled maintenance — no anomalies
LOG-34744,AC-0119,TECH-0148,Fuel System Check,pending,4293,16.8,2023-01-31,8,Routine check completed successfully
LOG-34745,AC-0024,TECH-0117,Avionics Check,complete,11129,1.5,2023-01-31,10,
LOG-34746,AC-0022,TECH-0145,Tire & Brake Replacement,in_progress,2839,9.8,2023-01-31,4,Scheduled maintenance — no anomalies
LOG-34747,AC-0068,TECH-0106,Software Update,complete,1002,13.2,2023-01-31,10,
LOG-34748,AC-0136,TECH-0191,Software Update,in_progress,1916,5.4,2023-01-31,11,Scheduled maintenance — no anomalies
LOG-34749,AC-0058,TECH-0079,Avionics Check,pending,10204,3.4,2023-01-31,4,Scheduled maintenance — no anomalies
LOG-34750,AC-0015,TECH-0133,Fuel System Check,complete,3117,5.1,2023-01-31,6,Scheduled maintenance — no anomalies
LOG-34751,AC-0008,TECH-0174,Hydraulic System Repair,in_progress,6549,6.7,2023-01-31,9,Issue found during inspection — escalated
LOG-34752,AC-0035,TECH-0106,Structural Inspection,in_progress,3894,19.0,2023-01-31,8,Routine check completed successfully
LOG-34753,AC-0048,TECH-0052,Structural Inspection,failed,3342,47.9,2023-01-31,1,Issue found during inspection — escalated
LOG-34754,AC-0096,TECH-0097,Tire & Brake Replacement,in_progress,3854,27.3,2023-01-31,4,Issue found during inspection — escalated
LOG-34755,AC-0071,TECH-0080,Engine Inspection,complete,23133,3.9,2023-01-31,8,Emergency repair required — grounded aircraft
LOG-34756,AC-0044,TECH-0036,Fuel System Check,complete,3805,5.7,2023-01-31,9,
LOG-34757,AC-0097,TECH-0101,Engine Inspection,in_progress,21861,20.3,2023-01-31,6,Replaced worn components — within tolerance
LOG-34758,AC-0035,TECH-0105,Hydraulic System Repair,pending,11742,17.9,2023-01-31,4,Emergency repair required — grounded aircraft
LOG-34759,AC-0027,TECH-0049,Structural Inspection,in_progress,4734,24.4,2023-01-31,3,Follow-up inspection required within 30 days
LOG-34760,AC-0070,TECH-0166,Avionics Check,complete,6580,2.4,2023-01-31,2,
LOG-34761,AC-0066,TECH-0089,Avionics Check,pending,14747,2.8,2023-01-31,1,
LOG-34762,AC-0071,TECH-0155,Software Update,complete,2879,8.6,2023-01-31,1,Emergency repair required — grounded aircraft
LOG-34763,AC-0080,TECH-0069,Tire & Brake Replacement,complete,1433,7.6,2023-01-31,9,All systems nominal post-maintenance
LOG-34764,AC-0029,TECH-0178,Landing Gear Service,complete,9761,10.8,2023-01-31,11,
LOG-34765,AC-0031,TECH-0113,Avionics Check,complete,13175,5.3,2023-01-31,3,
LOG-34766,AC-0068,TECH-0171,Structural Inspection,complete,8673,6.8,2023-01-31,8,Routine check completed successfully
LOG-34767,AC-0025,TECH-0099,Software Update,complete,2110,5.5,2023-01-31,10,
LOG-34768,AC-0117,TECH-0070,Landing Gear Service,pending,8967,4.5,2023-01-31,5,Issue found during inspection — escalated
LOG-34769,AC-0141,TECH-0009,Engine Inspection,complete,12912,5.9,2023-01-31,11,
LOG-34770,AC-0081,TECH-0091,Hydraulic System Repair,complete,14573,3.0,2023-01-31,5,Follow-up inspection required within 30 days
LOG-34771,AC-0087,TECH-0193,Structural Inspection,complete,5195,14.0,2023-01-31,5,Part ordered — awaiting delivery
LOG-34772,AC-0135,TECH-0030,Avionics Check,complete,12702,13.4,2023-01-31,1,Follow-up inspection required within 30 days
LOG-34773,AC-0024,TECH-0143,Tire & Brake Replacement,complete,3241,8.1,2023-01-31,7,Replaced worn components — within tolerance
LOG-34774,AC-0001,TECH-0160,Tire & Brake Replacement,complete,2952,1.8,2023-01-31,7,
LOG-34775,AC-0111,TECH-0132,Fuel System Check,pending,4084,20.0,2023-01-31,8,Follow-up inspection required within 30 days
LOG-34776,AC-0047,TECH-0188,Landing Gear Service,complete,10911,3.0,2023-01-31,8,Routine check completed successfully
LOG-34777,AC-0036,TECH-0183,Fuel System Check,failed,2223,53.8,2023-01-31,7,Replaced worn components — within tolerance
LOG-34778,AC-0042,TECH-0034,Avionics Check,failed,13920,45.1,2023-01-31,11,Part ordered — awaiting delivery
LOG-34779,AC-0076,TECH-0120,Fuel System Check,pending,3916,13.5,2023-01-31,10,Follow-up inspection required within 30 days
LOG-34780,AC-0090,TECH-0061,Engine Inspection,pending,15734,5.6,2023-01-31,0,Follow-up inspection required within 30 days
LOG-34781,AC-0089,TECH-0038,Avionics Check,pending,8930,6.7,2023-02-01,11,Emergency repair required — grounded aircraft
LOG-34782,AC-0068,TECH-0084,Fuel System Check,pending,5001,12.3,2023-02-01,3,
LOG-34783,AC-0070,TECH-0111,Avionics Check,complete,5695,15.5,2023-02-01,11,Scheduled maintenance — no anomalies
LOG-34784,AC-0110,TECH-0051,Hydraulic System Repair,failed,13243,15.7,2023-02-01,7,
LOG-34785,AC-0126,TECH-0186,Fuel System Check,in_progress,5750,19.5,2023-02-01,11,Follow-up inspection required within 30 days
LOG-34786,AC-0141,TECH-0092,Avionics Check,complete,11011,5.6,2023-02-01,5,
LOG-34787,AC-0095,TECH-0025,Fuel System Check,complete,3141,7.4,2023-02-01,3,Routine check completed successfully
LOG-34788,AC-0022,TECH-0139,Tire & Brake Replacement,pending,4397,3.8,2023-02-01,1,Part ordered — awaiting delivery
LOG-34789,AC-0021,TECH-0114,Hydraulic System Repair,in_progress,4980,25.4,2023-02-01,11,Part ordered — awaiting delivery
LOG-34790,AC-0143,TECH-0008,Landing Gear Service,complete,10421,8.7,2023-02-01,11,Part ordered — awaiting delivery
LOG-34791,AC-0045,TECH-0034,Engine Inspection,complete,20562,10.4,2023-02-01,2,Replaced worn components — within tolerance
LOG-34792,AC-0111,TECH-0027,Fuel System Check,failed,1608,53.5,2023-02-01,5,Scheduled maintenance — no anomalies
LOG-34793,AC-0072,TECH-0108,Tire & Brake Replacement,complete,2194,13.1,2023-02-01,2,Follow-up inspection required within 30 days
LOG-34794,AC-0116,TECH-0150,Fuel System Check,pending,4459,11.0,2023-02-01,8,
LOG-34795,AC-0011,TECH-0190,Hydraulic System Repair,failed,5334,20.9,2023-02-01,5,Scheduled maintenance — no anomalies
LOG-34796,AC-0088,TECH-0072,Avionics Check,complete,7491,14.7,2023-02-01,0,Follow-up inspection required within 30 days
LOG-34797,AC-0136,TECH-0097,Tire & Brake Replacement,complete,3470,9.9,2023-02-01,8,
LOG-34798,AC-0054,TECH-0039,Landing Gear Service,in_progress,4636,11.5,2023-02-01,7,
LOG-34799,AC-0129,TECH-0073,Hydraulic System Repair,complete,4913,7.6,2023-02-01,8,Part ordered — awaiting delivery
LOG-34800,AC-0020,TECH-0118,Hydraulic System Repair,complete,16096,3.1,2023-02-01,2,All systems nominal post-maintenance
LOG-34801,AC-0100,TECH-0022,Landing Gear Service,pending,5861,10.2,2023-02-01,0,
LOG-34802,AC-0034,TECH-0031,Engine Inspection,complete,9782,14.7,2023-02-01,8,Part ordered — awaiting delivery
LOG-34803,AC-0057,TECH-0034,Landing Gear Service,complete,4751,1.4,2023-02-01,4,Replaced worn components — within tolerance
LOG-34804,AC-0141,TECH-0068,Fuel System Check,complete,1870,7.3,2023-02-01,5,
LOG-34805,AC-0125,TECH-0110,Engine Inspection,complete,24597,11.1,2023-02-01,9,Routine check completed successfully
LOG-34806,AC-0053,TECH-0078,Software Update,complete,866,2.0,2023-02-01,5,
LOG-34807,AC-0052,TECH-0187,Tire & Brake Replacement,complete,2560,15.9,2023-02-01,11,All systems nominal post-maintenance
LOG-34808,AC-0134,TECH-0008,Software Update,complete,635,10.8,2023-02-01,6,Scheduled maintenance — no anomalies
LOG-34809,AC-0036,TECH-0181,Engine Inspection,complete,13233,1.8,2023-02-01,11,Replaced worn components — within tolerance
LOG-34810,AC-0091,TECH-0105,Tire & Brake Replacement,complete,4863,10.2,2023-02-01,0,Part ordered — awaiting delivery
LOG-34811,AC-0095,TECH-0054,Avionics Check,complete,7028,6.3,2023-02-01,3,
LOG-34812,AC-0003,TECH-0115,Hydraulic System Repair,pending,9021,16.0,2023-02-01,11,
LOG-34813,AC-0028,TECH-0070,Landing Gear Service,complete,8757,10.3,2023-02-01,6,
LOG-34814,AC-0122,TECH-0097,Tire & Brake Replacement,complete,3487,6.5,2023-02-01,5,
LOG-34815,AC-0034,TECH-0117,Engine Inspection,complete,19315,5.6,2023-02-01,0,
LOG-34816,AC-0084,TECH-0018,Tire & Brake Replacement,complete,3120,5.9,2023-02-01,3,Follow-up inspection required within 30 days
LOG-34817,AC-0141,TECH-0136,Landing Gear Service,complete,8970,10.7,2023-02-01,0,Issue found during inspection — escalated
LOG-34818,AC-0111,TECH-0135,Hydraulic System Repair,in_progress,14358,23.3,2023-02-01,9,Follow-up inspection required within 30 days
LOG-34819,AC-0005,TECH-0096,Landing Gear Service,complete,5417,2.3,2023-02-01,7,Part ordered — awaiting delivery
LOG-34820,AC-0128,TECH-0135,Structural Inspection,complete,4624,10.7,2023-02-01,11,All systems nominal post-maintenance
LOG-34821,AC-0088,TECH-0138,Tire & Brake Replacement,complete,979,9.6,2023-02-01,7,Issue found during inspection — escalated
LOG-34822,AC-0115,TECH-0036,Landing Gear Service,complete,3256,7.1,2023-02-01,4,Issue found during inspection — escalated
LOG-34823,AC-0102,TECH-0062,Engine Inspection,complete,23117,4.9,2023-02-01,8,Follow-up inspection required within 30 days
LOG-34824,AC-0017,TECH-0114,Avionics Check,complete,13077,13.4,2023-02-01,1,All systems nominal post-maintenance
LOG-34825,AC-0031,TECH-0051,Structural Inspection,complete,5452,4.0,2023-02-01,10,Replaced worn components — within tolerance
LOG-34826,AC-0092,TECH-0031,Fuel System Check,complete,2985,9.5,2023-02-01,0,
LOG-34827,AC-0104,TECH-0138,Avionics Check,in_progress,5322,13.9,2023-02-02,4,Replaced worn components — within tolerance
LOG-34828,AC-0093,TECH-0084,Avionics Check,complete,6444,6.1,2023-02-02,4,All systems nominal post-maintenance
LOG-34829,AC-0132,TECH-0035,Hydraulic System Repair,complete,7391,3.8,2023-02-02,11,All systems nominal post-maintenance
LOG-34830,AC-0082,TECH-0157,Avionics Check,complete,11163,4.4,2023-02-02,7,
LOG-34831,AC-0055,TECH-0177,Avionics Check,complete,8181,1.3,2023-02-02,0,All systems nominal post-maintenance
LOG-34832,AC-0073,TECH-0031,Landing Gear Service,complete,10858,3.3,2023-02-02,7,
LOG-34833,AC-0047,TECH-0097,Software Update,complete,521,13.4,2023-02-02,0,Routine check completed successfully
LOG-34834,AC-0144,TECH-0120,Structural Inspection,in_progress,9049,11.5,2023-02-02,9,Replaced worn components — within tolerance
LOG-34835,AC-0149,TECH-0104,Structural Inspection,complete,2415,4.0,2023-02-02,1,
LOG-34836,AC-0094,TECH-0068,Landing Gear Service,complete,7640,3.2,2023-02-02,5,Scheduled maintenance — no anomalies
LOG-34837,AC-0067,TECH-0017,Engine Inspection,complete,21660,6.8,2023-02-02,3,
LOG-34838,AC-0097,TECH-0096,Structural Inspection,in_progress,7681,25.7,2023-02-02,2,
LOG-34839,AC-0120,TECH-0037,Structural Inspection,in_progress,9640,26.6,2023-02-02,8,Emergency repair required — grounded aircraft
LOG-34840,AC-0142,TECH-0090,Software Update,in_progress,1607,15.4,2023-02-02,11,Scheduled maintenance — no anomalies
LOG-34841,AC-0134,TECH-0028,Structural Inspection,pending,7270,15.5,2023-02-02,11,Issue found during inspection — escalated
LOG-34842,AC-0037,TECH-0166,Software Update,complete,1683,1.8,2023-02-02,9,Part ordered — awaiting delivery
LOG-34843,AC-0110,TECH-0120,Hydraulic System Repair,pending,12735,18.6,2023-02-02,10,
LOG-34844,AC-0078,TECH-0138,Software Update,complete,658,6.3,2023-02-02,9,Routine check completed successfully
LOG-34845,AC-0118,TECH-0072,Structural Inspection,complete,7848,1.2,2023-02-02,10,
LOG-34846,AC-0042,TECH-0110,Engine Inspection,failed,20627,24.7,2023-02-02,5,Emergency repair required — grounded aircraft
LOG-34847,AC-0074,TECH-0083,Structural Inspection,in_progress,5832,15.8,2023-02-02,0,Issue found during inspection — escalated
LOG-34848,AC-0125,TECH-0028,Fuel System Check,complete,2653,4.9,2023-02-02,4,Routine check completed successfully
LOG-34849,AC-0060,TECH-0197,Engine Inspection,pending,9961,16.5,2023-02-02,5,Emergency repair required — grounded aircraft
LOG-34850,AC-0064,TECH-0088,Structural Inspection,complete,6620,8.4,2023-02-02,11,Replaced worn components — within tolerance
LOG-34851,AC-0058,TECH-0117,Tire & Brake Replacement,complete,3976,13.6,2023-02-02,2,
LOG-34852,AC-0002,TECH-0122,Fuel System Check,complete,3263,6.9,2023-02-02,11,Replaced worn components — within tolerance
LOG-34853,AC-0078,TECH-0135,Engine Inspection,complete,24733,13.5,2023-02-02,4,
LOG-34854,AC-0071,TECH-0084,Tire & Brake Replacement,complete,1393,9.0,2023-02-02,9,All systems nominal post-maintenance
LOG-34855,AC-0120,TECH-0002,Tire & Brake Replacement,in_progress,2058,9.1,2023-02-02,8,Routine check completed successfully
LOG-34856,AC-0008,TECH-0057,Landing Gear Service,complete,6332,4.7,2023-02-02,11,Follow-up inspection required within 30 days
LOG-34857,AC-0013,TECH-0010,Tire & Brake Replacement,complete,3563,3.4,2023-02-02,8,All systems nominal post-maintenance
LOG-34858,AC-0039,TECH-0082,Structural Inspection,failed,2154,23.6,2023-02-02,7,Scheduled maintenance — no anomalies
LOG-34859,AC-0102,TECH-0098,Software Update,complete,1851,14.1,2023-02-02,5,
LOG-34860,AC-0081,TECH-0142,Tire & Brake Replacement,complete,3518,12.7,2023-02-02,7,Routine check completed successfully
LOG-34861,AC-0006,TECH-0102,Tire & Brake Replacement,failed,3887,53.5,2023-02-02,11,
LOG-34862,AC-0019,TECH-0032,Software Update,complete,1444,15.7,2023-02-02,0,Scheduled maintenance — no anomalies
LOG-34863,AC-0131,TECH-0181,Engine Inspection,complete,23259,5.4,2023-02-02,0,Issue found during inspection — escalated
LOG-34864,AC-0105,TECH-0003,Hydraulic System Repair,complete,6938,9.4,2023-02-02,0,Emergency repair required — grounded aircraft
LOG-34865,AC-0053,TECH-0048,Tire & Brake Replacement,pending,3206,19.2,2023-02-02,10,Part ordered — awaiting delivery
LOG-34866,AC-0028,TECH-0136,Hydraulic System Repair,pending,10731,14.2,2023-02-02,1,
LOG-34867,AC-0047,TECH-0009,Landing Gear Service,complete,11702,11.4,2023-02-02,7,
LOG-34868,AC-0136,TECH-0016,Avionics Check,complete,7832,5.4,2023-02-02,1,Follow-up inspection required within 30 days
LOG-34869,AC-0057,TECH-0088,Hydraulic System Repair,failed,9405,17.3,2023-02-02,8,All systems nominal post-maintenance
LOG-34870,AC-0055,TECH-0031,Structural Inspection,complete,7579,2.2,2023-02-02,1,Scheduled maintenance — no anomalies
LOG-34871,AC-0079,TECH-0133,Landing Gear Service,failed,9264,20.0,2023-02-02,7,Replaced worn components — within tolerance
LOG-34872,AC-0001,TECH-0097,Engine Inspection,complete,8765,10.2,2023-02-02,6,Routine check completed successfully
LOG-34873,AC-0023,TECH-0094,Fuel System Check,failed,2986,25.7,2023-02-03,2,Emergency repair required — grounded aircraft
LOG-34874,AC-0042,TECH-0119,Fuel System Check,complete,2485,14.1,2023-02-03,9,All systems nominal post-maintenance
LOG-34875,AC-0004,TECH-0094,Fuel System Check,complete,5637,10.6,2023-02-03,10,Emergency repair required — grounded aircraft
LOG-34876,AC-0008,TECH-0039,Engine Inspection,in_progress,21456,31.7,2023-02-03,7,Issue found during inspection — escalated
LOG-34877,AC-0010,TECH-0016,Tire & Brake Replacement,complete,4570,5.7,2023-02-03,1,Scheduled maintenance — no anomalies
LOG-34878,AC-0116,TECH-0192,Engine Inspection,complete,12343,15.8,2023-02-03,6,
LOG-34879,AC-0100,TECH-0047,Engine Inspection,complete,13508,3.3,2023-02-03,3,
LOG-34880,AC-0016,TECH-0187,Structural Inspection,complete,4506,6.7,2023-02-03,4,Scheduled maintenance — no anomalies
LOG-34881,AC-0064,TECH-0099,Hydraulic System Repair,complete,15435,13.4,2023-02-03,1,
LOG-34882,AC-0108,TECH-0020,Fuel System Check,in_progress,5980,14.8,2023-02-03,2,All systems nominal post-maintenance
LOG-34883,AC-0121,TECH-0021,Engine Inspection,pending,9463,18.1,2023-02-03,3,Routine check completed successfully
LOG-34884,AC-0139,TECH-0181,Tire & Brake Replacement,complete,1609,2.6,2023-02-03,1,Routine check completed successfully
LOG-34885,AC-0055,TECH-0079,Tire & Brake Replacement,pending,3916,4.2,2023-02-03,2,Replaced worn components — within tolerance
